619380,467990,401342,381402,321105,179828,68411,10413,0,0,25
1,0,0,0,0,0,0,0,0,0,25
143595,151656,32428,32989,12414,4951,5701,7098,0,0,25
1751101,186946,112717,14042,15062,13795,10394,21287,0,0,0
5665,2856,55,1246,1044,2761,4474,5706,0,0,0
26423,17049,6509,6278,4477,2057,1711,3461,0,0,0
162179,14801,1376,1000,843,441,1284,679,30,30,0
14151,10809,9438,3590,2728,3538,3624,2511,47,35,0
61455,60270,2421,13350,2269,5558,3431,2694,44,35,0
70419,71771,4699,2164,5476,3616,2235,3958,29,30,0
10975,6977,3497,729,2308,4432,5612,6462,41,50,0
19457,41563,7479,1513,3142,3031,2494,1333,21,43,0
17248,2148,411,9258,1755,1445,2857,1820,47,47,0
71065,911,125,302,984,1224,650,436,51,66,0
9498,8277,4766,6953,1755,1279,1292,1004,64,54,0
3532,1339,1564,1262,1665,2578,928,1458,77,69,0
62095,21441,12521,2082,6149,4032,4970,2074,57,69,0
23001,24675,3209,2801,7867,4025,3150,3146,61,56,0
1382441,106315,18049,24898,3436,3681,6306,3676,48,50,0
97639,9311,2594,1998,765,3302,3250,8833,41,44,0
73917,70655,8037,3004,2450,2056,7041,1982,24,35,0
140219,49389,2066,689,2380,3109,2644,2182,14,29,0
230652,175555,11846,3484,4556,7049,4314,3192,1,30,0
6911,6714,1211,848,1447,2308,2866,1570,1,34,0
34988,18024,8354,8646,1852,3966,1314,1275,20,43,0
119460,18799,5068,1736,1597,1098,941,427,41,40,0
150449,48572,10014,5851,5330,14511,14545,5418,53,53,0
705206,70099,37357,11661,17065,10561,15377,8736,63,44,0
4715,3930,2568,2697,1576,1885,825,1062,61,48,0
19530,4205,319,10060,2520,1431,1053,949,78,54,0
48560,21262,5878,2993,3797,850,258,289,83,40,0
21142,7556,1322,954,884,3563,2459,1795,70,50,0
14761,13048,5591,1945,2487,3479,1442,1404,64,48,0
1011114,262857,21794,21185,14144,8405,8021,3926,40,40,0
39973,37253,6675,1910,4782,901,1363,614,35,38,0
4443,3992,641,1016,520,914,1442,916,40,30,0
601178,46335,6840,8638,5374,7454,4283,4253,35,29,0
1868,3171,3244,1790,1658,3121,908,1294,51,47,0
33211,18412,9487,5357,3918,1217,1091,1267,64,50,0
32387,21732,1769,2217,1973,1505,2091,776,57,43,0
291539,13312,1268,3133,3851,1859,1123,181,54,43,0
47514,23404,15251,30758,30035,10541,8466,4142,56,37,0
298757,25752,5848,2141,1549,1531,714,623,47,38,0
92656,10906,3413,1655,1720,882,866,586,56,38,0
36577,13869,1332,3766,1985,3920,1717,2310,56,41,0
31868,12986,6289,2563,1632,1927,1700,810,53,40,0
13430,586,339,2508,406,1604,886,967,69,54,0
212019,55113,10070,1542,4230,1848,1349,1159,63,51,0
7680,2239,5323,599,2337,2245,878,723,77,53,0
45537,12087,3155,877,1156,2590,848,2406,67,56,0
37085,70342,7592,2162,5461,2212,1814,961,43,37,0
23538,4755,910,988,557,2977,2101,1559,44,56,0
61907,119335,47402,27328,14416,9021,6501,3092,40,44,0
461385,28459,8634,2516,3407,1800,918,869,41,37,0
