3,0,0,0,0,0,0,0,0,0,25
142364,32525,57418,14405,4925,9248,10430,3477,0,0,25
187630,7279,1450,4035,1784,1200,1794,2826,0,0,0
52031,49271,3827,2748,10345,6461,2952,3447,0,0,0
29652,17127,4818,4992,5124,5131,9317,4682,0,0,0
183548,51890,40458,3576,11412,31226,16793,16397,51,53,0
5830,13755,11057,5998,11578,4999,2511,1599,66,53,0
10750,5384,2691,5052,2499,2583,3611,3030,83,57,0
317290,31004,5205,5475,5607,3905,8791,4543,90,50,0
12529,7531,3208,2785,4738,3896,3878,3189,87,47,0
4564,20498,2359,1274,2650,2965,3236,2560,69,44,0
11467,8343,8494,5426,3497,3628,1872,1332,70,41,0
8679,4630,1954,2123,5092,4465,1596,1571,70,69,0
11777,4820,1371,5521,3725,3023,2875,2231,78,66,0
6572,2623,4518,987,1974,4654,1519,2416,93,93,0
4510,7253,3570,1995,1915,2178,2558,1452,87,93,0
878118,39950,34297,3857,8510,9401,8161,6194,94,69,0
1811,4469,5394,797,2303,2977,2143,1822,96,70,0
2840,1842,3870,2358,1358,1706,2272,905,100,53,0
112163,11420,4774,1991,4861,2534,4158,1741,100,48,0
7912,1995,9119,574,891,3611,4320,1746,100,64,0
13911,13557,1959,1489,4234,3818,1868,1180,93,61,0
4050,6245,790,2234,8158,4107,1454,1117,66,75,0
2643,5702,4795,6685,3900,1940,1446,672,78,70,0
46303,6220,2045,2008,1918,736,1147,500,64,44,0
8653,7958,1219,932,1269,1702,500,1113,67,41,0
1212,13232,2969,1716,1221,1816,391,577,75,16,0
6779,9954,1797,4374,1114,1148,775,643,67,7,0
591,3254,1455,1039,1323,1863,1641,1163,66,34,0
7051,4954,421,2022,3026,2566,1440,920,67,44,0
981680,457766,79981,75610,48703,92410,65221,35597,64,51,0
250264,22635,22455,7773,10222,5213,2587,2187,69,57,0
2012245,656744,213227,63290,191614,99502,81889,59997,66,40,0
602353,812929,99829,171219,54893,64362,91643,28787,69,8,0
1873864,91736,8109,13645,11866,13713,11799,5419,64,4,0
148343,13493,6598,615,1713,1061,1575,1252,60,1,0
19122,12168,5027,2982,4594,5502,5331,1530,63,10,0
106178,59090,1785,3191,8373,3154,3216,3050,44,8,0
350502,62349,8190,1521,2083,13602,5074,5604,41,16,0
24098,14627,2657,3253,3371,5224,2168,8171,35,41,0
128448,12576,8312,6446,2133,4436,3729,6234,43,34,0
51496,30744,3416,1042,1921,3922,1253,2410,50,47,0
124132,16848,1842,236,1485,2278,1252,896,48,38,0
19306,5146,1815,1385,1741,9499,2733,4045,43,54,0
123692,42287,2031,3316,3527,12082,7351,6623,17,56,0
11851,8364,567,1655,2055,6954,8311,3153,17,78,0
11496,5904,7887,1054,4229,7951,3831,5031,37,96,0
3679,5741,2144,3834,1178,8202,4775,3154,44,91,0
758955,55121,18145,21333,14696,14846,7803,5812,64,84,0
881830,159420,49772,19326,8777,14907,18981,7163,78,54,0
99065,126427,17246,6726,10135,10245,7990,4917,64,27,0
74859,18010,8682,7061,6779,13680,3508,7970,64,17,0
179264,13940,22039,24781,21499,24325,20076,26615,70,29,0
2716589,126841,21987,4445,17524,45566,19265,13640,60,50,0
140418,27371,14090,5454,2866,7963,5306,9538,70,61,0
6305,8106,1479,4545,1042,6894,3958,2490,69,66,0
86391,15807,12936,8910,14856,52762,19877,17913,56,80,0
659675,223279,69323,14669,2572,18090,22539,15766,67,57,0
228400,45724,16050,12631,16282,22943,17972,21908,63,63,0
1365549,108066,1240,38756,33737,22132,9017,36808,60,44,0
397567,61207,1379,7667,5367,8243,3053,4128,50,14,0
2209,5618,1197,3365,5890,11533,4274,3126,43,53,0
9638,11401,1632,7683,3661,6050,4282,3849,47,53,0
3021,2164,2483,2119,4613,7146,5184,3931,50,78,0
138690,15797,11379,1368,2849,3801,2999,4024,69,80,0
66011,38277,14664,2168,3126,7882,5937,7117,77,53,0
967089,205540,35897,27688,21601,18960,23622,18823,69,35,0
2082749,394211,245801,271112,659395,649853,126769,69508,69,30,0
578448,104309,61374,45061,86601,33630,10310,4295,69,30,26
247246,20388,13383,7603,7913,3200,4803,955,69,23,0
2117591,119958,3096,11461,12703,7555,7182,3408,56,10,0
517200,67330,34569,13450,41763,18313,14671,14315,60,20,0
58080,23237,9494,3084,6986,5358,1586,4224,61,1,0
3376,5118,3225,10454,2182,9688,2581,1726,63,24,0
23553,8342,3642,3616,3482,3502,1909,2952,81,41,0
64099,18697,8079,4067,1281,9188,4775,2689,81,50,0
12929,10665,1301,7108,5559,4546,2465,3309,84,54,0
12103,7365,1964,3409,3835,5568,5896,3468,74,53,0
122816,56811,10951,6651,4989,9434,4228,5091,64,47,0
149172,10049,2715,1656,5181,9389,3195,2480,56,56,0
68582,10675,4506,7896,10566,9567,10451,10634,54,64,0
111697,26518,1720,7255,2694,9435,11674,3576,53,57,0
8794,11672,3022,382,3569,4875,3353,4595,48,70,0
2406,3097,4614,2406,1878,14789,4284,3796,56,80,0
10887,3669,1116,1678,3385,5757,3053,3185,50,88,0
3448,3859,2323,1095,2791,8696,2624,1978,50,100,0
12394,5100,2435,1918,2948,10970,4235,7703,53,100,0
1788,2493,2372,1108,2593,3777,2402,2466,53,100,0
8273,6021,1741,673,1167,7336,2909,1997,51,100,0
495103,51900,47851,38258,22777,38909,7648,19923,64,90,0
54925,7344,7810,2011,3897,4785,4696,2204,75,74,0
904029,51088,4089,14076,3953,8024,3612,4211,70,51,0
893331,337558,48841,51613,66424,23011,23841,22568,75,17,0
88252,98706,26806,6857,18608,8709,6486,6344,63,1,0
681744,95217,7056,19289,10223,14049,22974,25631,51,1,0
59328,30503,220,5317,8763,5044,7512,5717,43,1,0
169795,134352,5128,18623,11754,26197,25580,10168,37,7,0
54807,11864,890,13502,4827,4878,4952,2453,47,20,0
43507,6069,4705,1003,2386,3129,7172,2118,56,29,0
8974,5269,330,2920,3299,2413,3655,2232,66,38,0
29181,8695,1008,5014,2127,3501,1992,4443,80,43,0
1352,3665,2138,2100,2481,5376,1879,2331,74,57,0
80398,16616,2095,2698,4294,3659,3419,4441,63,51,0
71719,16292,2300,4706,660,3430,4472,2146,64,44,0
8443,11204,1689,1896,2814,4935,4771,5615,56,48,0
152823,190699,11635,12357,11292,36554,15320,9064,40,30,0
23027,10189,2167,1764,3043,6295,2909,3780,40,43,0
24312,15420,5298,3035,2426,18520,4773,4834,37,64,0
484933,41718,22647,8588,6037,4529,2920,11332,50,44,0
6553,4766,17130,1590,2958,5632,2301,3298,81,50,0
13400,19839,2458,2229,3300,5849,10871,4364,78,41,0
35882,20406,9768,3084,6287,10232,3389,3409,81,27,0
10579,6329,1768,1310,4129,5151,4210,1784,67,54,0
357881,108857,14975,10133,10394,20933,12729,25485,43,48,0
60127,24000,445,3548,4998,3540,3202,2601,40,40,0
10517,6319,9776,5590,5724,4437,2778,3496,53,37,0
40747,13546,7411,12287,29787,28977,15830,5818,56,41,0
1783,6537,814,3690,4306,4334,2664,3591,63,54,0
4481,4879,1385,3418,2389,4404,9127,2559,77,69,0
49656,8427,2642,1351,4907,10524,5367,2178,56,87,0
4901,4319,6103,3922,1327,5224,4144,3964,70,77,0
3759,2296,2677,1765,2189,4882,3292,1743,77,83,0
183896,46427,4321,6201,2485,3802,1855,3782,67,60,0
153870,39031,5671,3366,1662,4938,1922,1850,69,35,0
271117,141796,6369,7292,30942,26937,32171,10965,40,26,0
11702,9570,4771,6451,6285,6187,4610,2330,40,16,0
22597,7175,3672,536,5960,5991,5666,2661,41,40,0
98190,7030,10630,584,3034,4473,8866,5832,56,50,0
14041,6575,3357,990,3176,3363,2715,1440,75,57,0
15304,11013,7765,2149,2775,3737,3337,3223,77,51,0
926852,119446,46505,11725,11723,28543,20616,16508,81,38,0
1204797,600189,55855,58209,11532,38248,26630,27395,66,21,0
949483,138273,22611,7751,1275,5404,9932,1147,60,1,0
436586,136596,11528,5098,9205,17503,10468,8013,41,1,0
6314,8320,13358,12826,5324,4833,4091,4823,56,1,0
618402,48899,11740,13861,11773,38475,15037,17287,60,26,0
20735,8200,5088,1972,7760,4529,11148,1717,64,50,0
71040,16062,2682,1000,2297,5334,5457,4600,69,60,0
30137,6551,278,1759,1375,7347,3788,4049,43,80,0
93235,30318,7403,4740,5083,3579,5308,3763,44,60,0
51286,17705,2286,2312,2691,6710,5488,2331,38,61,0
355710,16509,24388,27807,15570,22239,14350,11187,57,61,0
2607962,281761,54479,36138,30318,12955,19148,12042,66,26,0
1061716,145881,121048,13172,9733,23835,41055,28097,78,26,0
909921,130834,36599,8526,16958,38164,6330,8666,83,23,0
930844,276905,35322,17785,127966,48659,69342,45188,60,14,0
1717992,314230,56216,47965,52092,32313,17358,21119,56,24,0
282312,9604,4867,7269,6075,9046,3153,1118,50,41,0
879972,70537,19567,29855,10191,88617,23046,8254,53,54,0
49260,23460,6664,1482,1708,1430,527,949,64,41,0
230320,30229,33614,44035,20789,23516,7457,46593,80,53,0
31645,37449,821,928,9329,6783,2382,2656,51,43,0
42000,4060,2321,610,956,837,321,555,57,24,0
287192,430184,92244,23999,16676,28872,18946,27287,56,26,0
432184,443620,18365,22667,4634,27023,15490,16205,29,11,0
1977174,384658,92802,107340,81158,46125,21757,36083,56,3,0
147197,20679,10648,7730,13344,16643,7899,3590,53,16,0
1172687,246636,29428,62794,112803,43718,26495,13558,51,26,0
57632,21993,14350,4747,7064,3483,8794,3125,74,30,0
746109,325089,19534,12060,24790,32350,7871,6608,56,34,0
1490587,114981,22590,6229,5559,6040,5672,9454,53,7,0
1044646,151061,10595,2217,6194,15048,9760,2270,40,1,0
1810638,107808,44254,11928,7851,19625,3711,3810,35,7,0
525877,107743,6219,8343,6261,13959,5372,3420,38,8,0
644635,28718,3451,2871,2778,2278,999,2600,35,13,0
452117,73932,102676,10649,25540,42579,13430,10814,61,23,0
319874,277918,34178,36535,37995,36518,22560,12730,54,21,0
1346497,193446,26931,5548,23586,44058,24313,10925,54,27,0
300004,117004,24502,50492,40032,36019,22856,28965,64,40,0
653958,91762,4854,2161,10952,5534,4612,4997,38,23,0
2577115,870809,11305,40609,30389,49794,64372,19976,21,16,0
665997,55444,4930,29802,36679,13306,15300,5648,34,11,0
1785135,95282,7774,11127,3978,6038,12184,3194,24,1,0
839879,99926,45742,28919,20262,21342,103075,21735,48,8,0
1966681,156604,19307,22985,19039,15216,7875,14516,64,11,0
1075003,677946,42389,71849,85022,76401,37059,21416,54,8,0
691484,526136,29589,40346,25064,78032,37296,27102,48,16,0
