5,1,0,0,0,0,0,0,0,0,25
566925,332776,125447,17949,50628,25902,9380,9559,0,0,25
10143,9138,3119,4823,2648,1152,1826,717,0,0,0
1365188,18883,18433,23701,15346,9098,6867,1502,0,0,0
48584,70997,17556,19619,7791,15644,1784,3157,0,0,0
45299,3404,375,2397,1071,1364,363,251,34,53,0
487599,29296,2870,4071,5876,7625,3069,2847,14,67,0
20855,10142,14672,9906,13111,6682,5476,3096,26,81,0
6941,2987,5533,5181,2234,2651,1128,1571,47,94,0
76568,3985,2208,938,1526,1033,304,277,54,88,0
9065,3408,2666,5910,4122,2683,1201,2147,87,90,0
32542,33984,35029,16483,18349,14537,2218,1961,83,88,0
9456,4480,4723,7501,9009,5009,1458,991,69,94,0
15863,3539,9007,7678,5773,2323,974,657,90,90,0
10073,2872,14014,4295,5718,2588,1071,807,100,78,0
2125,1624,4553,1473,2712,2073,981,762,100,88,0
5672,8198,1557,4295,4129,4650,1570,951,93,91,0
2055,7224,6559,7527,4311,1737,1339,745,87,83,0
14197,7333,1673,12168,7585,2386,738,532,74,81,0
355215,124723,21313,11458,15463,8908,5515,4191,48,48,0
208949,52390,18606,13818,19719,14750,3552,3057,51,37,0
6466,8504,3998,6021,6091,3870,999,948,38,54,0
9343,10136,9311,6629,2698,1407,2106,888,44,40,0
154413,25861,5905,6209,2264,4125,1037,699,53,53,0
33276,10436,5746,4797,2520,2009,1792,1126,64,41,0
245556,72166,73568,19346,41350,10082,14541,3486,70,14,0
335531,54485,29437,25726,25344,9808,5828,4689,60,26,0
8643,3681,2188,6411,4001,4852,1682,505,74,47,0
340851,12903,21747,11898,37287,10010,4882,4167,69,60,0
64078,29185,6690,7591,7842,2543,987,1001,56,60,0
83550,122694,6102,22168,13196,7662,6859,3692,34,47,0
4989,2266,11745,6243,3042,1076,848,914,48,11,0
5280,4267,5183,4127,3519,2240,632,874,51,7,0
11648,11523,8025,3543,6217,4663,1939,518,54,30,0
17961,12996,1216,3383,3983,2858,266,569,57,53,0
9621,7128,947,4860,5248,3157,1177,1001,27,80,0
8766,8384,3503,2147,2108,2542,1353,1062,16,81,0
7272,2474,5195,4126,2677,3636,1146,617,26,90,0
334009,45431,12174,28145,12682,20114,2852,1675,38,96,0
240447,12606,13333,6566,2928,2240,1381,1064,54,74,0
523107,128833,4802,27762,23981,10092,7720,7339,43,53,0
364463,72205,11205,12414,12903,9490,6939,6786,21,34,0
6258,6359,4825,4679,6042,2230,1400,641,24,23,0
557097,31815,1056,7746,3375,5086,3312,3083,1,35,0
384951,52081,9060,21593,2207,13114,8836,3602,11,50,0
47622,15266,4194,4251,2318,2277,2748,1487,21,48,0
4809,6289,3430,2383,3639,2479,2087,774,16,56,0
