15776,54864,27065,17302,12873,4953,3617,4118,0,0,25
4150,13908,3493,2153,5474,4310,2028,1077,0,0,0
23804,9386,6232,788,2844,2861,2750,1687,0,0,0
4954,3460,127,4384,2399,4787,1171,1668,0,0,0
4716,24168,11714,2646,8962,4086,2177,1325,48,30,0
17662,4875,3519,4668,12567,8385,4828,5847,51,47,0
16213,6652,1962,6380,2837,1042,1634,792,75,35,0
218192,2516,2054,1444,1800,1965,2094,1862,87,41,0
22552,9063,2412,3708,3052,6145,5412,1761,75,57,0
109228,13515,9074,2700,3646,3413,1765,1400,84,38,0
23211,9669,2988,3530,1208,4807,5406,1546,64,54,0
873515,53001,25659,34341,36351,21922,11153,8157,64,47,0
433255,172655,31569,22071,31833,8975,16441,10406,56,20,0
9160,2851,2555,1532,664,2932,723,434,61,35,0
335641,73046,1638,26696,17398,8331,3393,3729,51,20,0
95863,7566,1194,4218,3637,1768,1549,1332,43,17,0
182698,21598,5385,17393,7629,3649,3162,1541,70,26,0
163165,20829,8264,5175,3875,1273,409,356,66,1,0
158572,11116,1621,1034,748,593,257,139,60,1,0
148530,62842,20861,2349,3790,2759,1473,388,51,1,0
85849,6753,665,1316,322,1011,217,266,23,1,0
1341,2072,533,415,2334,2774,1569,725,1,20,0
5379,4728,1368,1684,588,1957,1265,1620,13,40,0
2350,1679,520,1156,338,2128,1201,902,23,70,0
170466,21313,2556,3216,6177,2640,3228,1191,24,69,0
7569,3688,729,3194,1711,1741,448,985,57,54,0
5701,1587,564,3757,1165,1716,673,919,75,56,0
9156,3122,4880,1894,865,4296,697,532,87,53,0
7745,1771,2961,1385,657,3624,1269,1131,100,75,0
1075,1865,796,404,1919,1274,846,1018,93,81,0
84495,14132,2154,468,489,747,346,605,56,57,0
39864,19027,2743,6910,4706,3900,2298,945,41,44,0
1394,649,1400,1109,408,1770,1109,1004,43,43,0
11730,6999,188,873,2737,3868,1919,662,29,44,0
1340,3845,866,2982,2727,2964,974,497,53,69,0
34274,8714,8536,2845,1652,5082,2194,853,67,77,0
15223,1412,536,3946,1796,2462,2496,926,69,74,0
3568,4191,1457,721,1002,2413,1395,662,91,69,0
28331,17145,3961,8824,4792,1698,764,1166,96,50,0
58126,1677,1182,605,336,577,278,152,94,47,0
99435,27414,2788,1260,1033,1513,528,382,64,21,0
67055,32577,5392,3223,7713,1704,1427,1250,57,1,0
259488,76997,5395,10023,6740,4421,1895,811,41,1,0
354107,243824,61916,59039,23421,25035,20403,23009,34,1,0
29732,20921,12282,8091,10010,13595,2685,498,54,7,0
4857,2472,488,1171,917,1754,1235,751,60,30,0
4652,3172,1052,957,1301,2529,974,352,67,56,0
9332,1874,2838,3033,1004,2955,876,576,81,74,0
389912,126241,17861,22463,18557,23651,3890,3882,69,64,0
12173,9503,3160,1066,2546,841,752,1100,70,44,0
3291,837,1307,2983,250,1033,531,657,91,37,0
2075,4067,1576,585,1497,2747,1378,1604,64,38,0
3769,3093,5980,9543,3838,3311,2042,812,87,40,0
832,5013,926,3622,1010,4347,1216,2397,83,61,0
780038,70346,4735,10750,5922,4417,14755,8266,54,47,0
1611,3240,1775,6067,1997,4660,2954,775,69,48,0
32022,16565,8182,5711,6465,5709,3451,2484,54,50,0
17090,14044,2397,4753,1759,5371,2174,1978,51,43,0
19662,16531,16165,6593,2280,5794,3008,474,69,53,0
19252,7558,1941,1471,922,1239,2506,1040,57,38,0
230705,205709,7108,32991,10840,32908,9705,7059,43,35,0
48375,21044,1695,13506,12462,9817,7418,6960,44,37,0
144258,17890,6682,1711,3443,2413,1377,1067,34,30,0
4839,2219,2902,4735,1642,2852,1361,682,48,41,0
100403,20492,2971,1747,2200,2283,1367,1060,51,37,0
5562,7956,1377,1847,733,2474,1260,660,50,35,0
24054,20430,2150,5221,2822,1218,2874,1291,47,26,0
2660,2400,868,4612,2530,4344,2317,1355,38,34,0
1946,4461,1956,2364,965,3815,1246,1382,50,51,0
3489,2941,4075,1513,561,1505,2436,1657,66,47,0
